app_id,app_name,review_text,review_score,polarity,textblob_sentiment
10,Counter-Strike,♥♥♥♥♥♥,-1,0.0,Neutral
104900,ORION: Prelude,"Would 4-Pack my friends again.  Two pistols way, way up!",1,0.0,Neutral
10500,Total War: EMPIRE - Definitive Edition,"I played the game not on my steam version. I have over 1000 hours on non steam version.  This game is pretty good, but it has bugs creative never fixed. The naval combat is amazing and computers nowadays can finally run it properly.   This is probably the best Total War game made, except maybe Shogun 2.",1,0.15000000000000002,Positive
105600,Terraria,"All i can say is... ------------------ It's a very very interesting game for those who like Sandbox, Adventure, 2D, Crafting, Survival, Multiplayer, Building, Exploration, Indie, Pixel Graphics, Co-op, Action, RPG, Open World, Platformer, Singleplayer, Online Co-op, Family Friendly, Replay Value and Atmospheric Games. ------------------ Yup. That's about it.",1,0.10357142857142856,Positive
105600,Terraria,A beautiful game for so many reasons.... Storywise you are doing well if you can piece the bits together. The game though is lolz... so much to do and so very varied. Implementation of the wiring stuff was glorious and for a sandbox it can be quite entertaining... Had many fun hours out of this. If you don't own this and like building stuff and exploring; do yourself a favour and check it out.... A gem for its genre :) ty Dev... I like you!,1,0.3159090909090909,Positive
107100,Bastion,"Amazing story. I had to get through the beginning before it grabbed me. Short and compact, beatable in a couple hours. A must play for everyone!",1,0.30000000000000004,Positive
107410,Arma 3,"60+ hours later this game still makes no sense. Multiplayer is buggy and laggy. Gamemodes are poorly designed, the only thing that actually makes me play this game is the great editor, it can be really fun to just make giant battles and play though them in different positions and perspectives.",-1,-0.010000000000000014,Neutral
113200,The Binding of Isaac,Naked little boy running from his filicidal insane mother and being forced to brutally murder demons and monsters with his tears? Sure thing.,1,-0.3104166666666666,Negative
12120,,Great game! Plus some nice asses ;D,1,0.2875,Positive
12140,Max Payne,The graphics are dated and there is no enemy AI. So what? This game has more style in its exit confirmation dialog than many have in their opening cutscene.,1,0.19999999999999998,Positive
12200,Bully: Scholarship Edition,very fun game although unplayable wont start and the first time it did i played it for 15-20mins and it crashed and still wont launch,-1,-0.04000000000000001,Neutral
12210,Grand Theft Auto IV: The Complete Edition,Is a very good game,1,0.25499999999999995,Positive
12210,Grand Theft Auto IV: The Complete Edition,i cant open it! sucks!,-1,-0.1875,Negative
1250,Killing Floor,Really awesome game with lots of crazy neked zombies trying to eat your balls in large swarms,1,0.05357142857142857,Neutral
1250,Killing Floor,"I do so recomend this, grab some friends and survive against hordes of mutants.",1,0.0,Neutral
13560,Tom Clancy's Splinter Cell,"This game requires you to use all your wits, your ability to anticipate, and your professionalism and will show you that you really don't know anything at all about truly being stealthy.",1,-0.1,Neutral
15620,"Warhammer 40,000: Dawn of War II","gd game easy to play, fun!",1,0.1361111111111111,Positive
17410,Mirror's Edge,"Mirror's Edge. The brightly colored,'EA'-esque, parkour Portal-substitute (as I would like to call it). It's as if EA/DICE got high and took the 1st person feel of Portal and mixed that with ♥♥♥♥ing Crayola markers and Parkour....and it worked. Mirror's Edge puts you into a very immersive story of Faith, a type of parkourer who now has to run from the law and save her sister as well as the 'parkour organization' she is with. I very highly recommend this game to you or really any gamer out there.",1,0.15257142857142858,Positive
