app_id,app_name,review_text,review_score,polarity,textblob_sentiment
302380,Floating Point,"This game is really fun. The graphics are decent. And it's really relaxing to play. I recomend getting it, because it's free. But i would definatly pay 99 cents for it.",1,0.13333333333333333,Positive
304050,Trove,It's not that it's a bad game it is just the the people at Glyph don't seem to know how to optimize their games as me and my friend have had problems with this and one of their other games for the last few years.,-1,-0.285,Negative
306130,The Elder Scrolls Online,Great game keeps me up late at night because i always need to finish one more quest,1,0.15000000000000002,Positive
306130,The Elder Scrolls Online,Played this during the free weekend. Frequent crashes (this is the only game that crashes on this computer) and frequent disconnects = can not recommend. Sorry. It seems like fun. It would be nice to keep playing ESO: Tamriel Unlimited.   But it just  won't  work.,-1,0.07499999999999998,Neutral
307690,Sleeping Dogs: Definitive Edition,it wont start. I get the home menu up and then when i try to play it goes to the loading screen and then shuts down.,-1,-0.15555555555555556,Negative
307780,Mortal Kombat X,not the games fault when the full game isn;t there. stop downvoting a well known great game when steam made a mistake and messed up the launch and are trying to fix it. is it annoying hell yes but certainly not the game or the devs fault for a mistake made from outside their control. give it time.  Bassed on other reviews on this game. 9.5/10,1,-0.14821428571428572,Negative
310560,DiRT Rally,"All bovine feces aside....this is the most FUN and REALISTIC race sim ive ever played. No ARCADE options, thats becasue these vehicles are fuled with eagles tears and ox blood. Graphics are truely next level and and attention by developers is on point. This game is not meant to be played in any 'safe space'. Play this game or procreate in your own skull hole.",1,0.15833333333333333,Positive
311210,Call of Duty: Black Ops III,"The zombies is fun and the multiplayer is fun if the scrubs didn't keep using brecci and haymaker (also PO6), never really played the campaign but its pretty good. Supply drops are Vonderhaars legal way of taking your money. Zombies is GREAT and with the DLC's its even GREATER!!! The multiplayer maps are barely in the rotation anyway so I don't know if the MP DLC maps matter.",1,0.3862847222222222,Positive
311210,Call of Duty: Black Ops III,"I don't get all the negative views. It runs perfectly fine, 60fps and im using a gaming laptop. I have an intel i7 and GTX 970. Maybe you should try those specs and then try the game out. The rest of the games fine, but they could add a bit more guns and zombies isn't that fun alone. The campaign seems a bit to over exaggerated with all the tech and stuff, like seeing through walls. It didn't really make me excited, but if you are getting it for a multiplayer, it runs fine. Aswell as that, new players may get destroyed during the few hours over the game. But overall, a very good game. 8/10",1,0.09196022727272729,Neutral
311210,Call of Duty: Black Ops III,Great game over-all! PC NEEDS MORE PEOPLE ON MULTIPLAYER! 8/8,1,0.30833333333333335,Positive
311210,Call of Duty: Black Ops III,It's Cod. So it's trash.,-1,0.0,Neutral
311210,Call of Duty: Black Ops III,this game is trash! no matter how i try to adjust the graphics it just runs like a river of ♥♥♥♥! just like ghosts and ADVW. waste of $80. they need a refund on steam just for all the Call of duties. will never buy another product from treyarch!,-1,-0.4375,Negative
311690,Enter the Gungeon,best rage uninstall simulator 2016 420/10 -IGN,1,1.0,Positive
311730,Dead or Alive 5 Last Round,"I don't even know what the point is of this game anymore. It's not pushing any boundaries graphically, it's actually fairly low resolution in a lot of places, last gen assets (PlayStation 3 port, content from PlayStation 4 release completely missing).  Combat is good, I feel at home straight away having played every major release since Dead or Alive 3 on the original Xbox. Online functionality is extremely limited to just 'look for opponent' with nothing to do in between (no online lobby of any kind). And now it's Free to 'Demo'.. So what's on offer?  4 fighters. Versus, Survival, Practice and Online modes. That's it.  Team NINJA and KOEI had a great opportunity on their hands here to make this series absolutely endeared by all if they just bit the bullet and made the entire thing Free to Play. They have *so much DLC* on the store, and while I am against them prostituting their female cast with all these skimpy costumes, they could've set a very high standard for fighters on PC and lived off microtransactions for half a decade... But no.  In my opinion this is the best fighting game franchise ever. I love the countermoves and movesets in general and most characters are fairly varied but not 'supernatural'. It feels fairly down to earth for a fighter. But I cannot recommend the PC version - Stay far, far away from it, it's absolute dognuggets. If you have a PlayStation 4 consider buying it for that, if not... well, don't buy anything here. Download the free demo and try it out, but know that there's a way better version for other platforms and that content from that version is never being brought here. Ever. Because Team NINJA and KOEI are absolutely ♥♥♥♥♥♥♥♥ and don't know how to handle PC releases, or they're just stupidly stubborn Japanese developers who can't admit fault because it would be shameful. Or both.  1031€ in DLC... Now, I know the entire point is for you to pick a 'favorite character' and buy outfits for them, like with League of Legends skins or heck even Counter Strike weapon skins but that's just not how it works in a fighting game. Pricing is ridiculous and if I can't have all the costumes I'll just not have any at all.   Come back to me when you don't have a fragmented piece of garbage on offer - I like my fighters to be complete, out of the box, with all features included. Until then I'll probably continue playing the free version because this is not worth anyone's money.",-1,0.1278762242485647,Positive
313340,Mountain,This game lets you play as a Mountain. What else is there to say other than it's a ROCK solid game.,1,-0.23125,Negative
313340,Mountain,A real mountain being and a real hero,1,0.2,Positive
313740,Sakura Spirit,"Definitely worth playing for the right forearm (and in certain cases, left forearm) workout. No gym required. Tissues are recommended for excess bodily fluids. 10/10 Would play again.",1,0.15999999999999998,Positive
316010,Magic Duels,Automatically passes priority without regarding the actual rules to magic. PLAY ANYTHING ELSE TILL ITS FIXED,-1,0.19999999999999998,Positive
317510,Beyond Gravity,"One button game. Simple to play. 40 achievements that can be easily obtained with about 2.5 hours of play time. Though, for a game that is 99 cents, I would say it is worth it. The upgrades in the shop do feel a bit too expensive. Easy game to perfect.",1,0.05185185185185185,Neutral
32150,Everyday Genius: SquareLogic,"Hey, you. Yes.. YOU.. this is my third review.. I hate writing reviews. I hate it very much... But I cannot sit silently in the corner... I have to recommend it, because...*whispering* ..its brilliant. So I spent couple of hours and I was playing it.. ye..really playing it. Strange in this Idling Age. Some kinds of puzzles are unique, I didnt play something like this before. I like this game, its nice, simple and rules are clear. I am prefer listening my music or something from youtube - sounds are fine.   Puzzles which can be compared to sudoku are in the last region.   - I wish only kindly recommend to add some button what allow me to fullfil all cages - when there will be only one solution. I am usually boring when I see one solution and has to manually fullfiling whole grid, what is a bit .. *cough* wasting my time? .)  :goldenpiece: 4.75/5",1,0.015083333333333329,Neutral
32340,Loom,Interesting game but I got stuck and couldn't find the solution.,1,0.04999999999999999,Neutral
324260,VoidExpanse,"This game is very addictive. Seems a little simplistic and the controls take a bit of getting used to. I crashed quite a bit until I got the hang of it down and I still am not very good at shooting down ships without a lot of misses but I have been really addicted to this game since I started playing it.   Your a space ship captain and you fly around different sectors completing jobs, mining materials, and fighting bad guys to make money and upgrade your ship. There is a story line but to be honest I really haven't been paying much attention to it as I've been more focused on getting new ships and the best equipment for them. I've almost gotten the heavy cruisers, which is the heaviest ship in the game unlocked and I'm excited for it.   I've found that mining is the easiest and safest way to make money and is almost always necessary as fuel to fly costs money so you can't just go from station to station without either fighting or mining to keep at least enough money to fuel your ship. Fuel is expensive so I recommend upgrading your mining equipment quickly so you can get the best materials so you an offset costs quickly so you have more money for upgrades.   I definitely want to note that the developer is very active with this game. I happen to have started playing the day they released a patch that broke the game. I was stuck in the starting system and couldn't complete the tutorial to leave. They had the issue resolved in less than a day so while it wasn't the best experience, at least they are active and pay attention when issues arise.   I haven't played multiplayer and probably won't as I'm more into the single player experience so I have no recommendations on how that works out but I bet it would be a pretty good time.   I definitely recommend this game if you are interested in a game where you are given a ship and almost free reign to make your fortune and get the most powerful equipment you can.   Only negative I can think of that I ran into other than the update issue is that sometimes you have to end up with issues because the game is so intense in regards to fuel. I ran into a few times where I got stranded because a few systems in a row didn't have any place to refuel. Recommend you keep some power cells handy just in case. Some people may also find some issues with the slow pace of mining as well. Each instance takes about 5 seconds and you are just sitting there. Doesn't seem like much but when you only get 60 pieces every time you mine, it can get tedius to fill a ship with a big cargo hold.... this is especially prevailent when you are going for a specific ore for a mission and are only getting 2 to 4 each time and you need 350 to complete the mission.   Definitely a great game though and I recommend it for anyone that likes space ship games. Definitely not X2 as far as economy goes but its still a great game.",1,0.05681147941564609,Neutral
32500,STAR WARS™: The Force Unleashed™ II,"It is bug-ridden, but turning V-sync off and disabling multiple monitors will make it work really smootly. The graphics are superb and the action is nonstop. A great game if you can buy it on sale.",1,0.2833333333333334,Positive
325600,Sword Coast Legends,I love this game!,1,0.0,Neutral
325610,Total War: ATTILA,This will be my final Total war product that I would ever buy from now on after seeing so many DLCs released after one another.  As in like disappointment from Total War Rome II wasn't enough.,-1,-0.016666666666666663,Neutral
326150,Death Skid Marks,"A fun, gorey, silly game with plenty of replay value and quite difficult at times.",1,-0.275,Negative
329110,Gems of War,dont play this game ..It's addiction :),1,0.04999999999999999,Neutral
331190,Master Spy,Master Spy is one of those games you get a real sense of accomplishment / relief when finishing a room.  It really nails the level progression easing you in to new mechanics and then ramping up the difficulty.,1,0.1787878787878788,Positive
332580,Mimpi,Cute game for children. Lots of cute costumes. Adorableness.,1,0.19999999999999998,Positive
333930,Dirty Bomb,10000000/10 Better than Call Of Duty:Black Ops 3 hype-EMGGamehubs,1,0.5,Positive
334230,Town of Salem,hi i play this game every day very good 10/10,1,0.25499999999999995,Positive
335300,DARK SOULS™ II: Scholar of the First Sin,I have played all of the souls games  dark souls 2 and 1 on the xbox  dark souls 3 on pc  im starting to play ds2 again  the word died now triggers me,1,-0.09999999999999999,Neutral
335300,DARK SOULS™ II: Scholar of the First Sin,The dankest of the dank poles dank 2 version 2 came close to matching my expectations It came with improvements like ....................... But with the many examples of improvement the dank out weighed the dough With features such as................... 17/45 flying trisomy 21 rainbow ligers 5/78 air fresheners that I stole from sears Someky/smokey amphibian meat Not enough reviews on daily motion for me to copy 100/10 fake difficulty 3/14 graphics (was 3/14 in original) 0/10 people I know who like this game VERDICT: worth every penny,1,0.034374999999999996,Neutral
