app_id,app_name,review_text,review_score,polarity,textblob_sentiment
263680,Unearthed: Trail of Ibn Battuta - Episode 1 - Gold Edition,"A realy interesting game, but I recomend either not buying it or waiting for the next episodes to come out. I WANT A REFUND!!!!!!",1,0.033333333333333326,Neutral
265930,Goat Simulator,You can sacrifice people to the devil 10/10,1,0.0,Neutral
265930,Goat Simulator,ah i love this wierd goat who can have his neck go int space,1,0.5,Positive
265930,Goat Simulator,best thirty minutes of my life,-1,1.0,Positive
266010,LYNE,reallly fun and addictive,1,0.15,Positive
268750,Magicite,"Sadly, this is a 'don't buy' if you're looking mainly for a co-op game to play with a friend. I really love Magicite, but it seems like 1 in 3 games lately have been ended prematurely by bugs that cause one player to lag out and drop the game or even fall through the level endlessly. Moreover, the melee play-style is frustrating and severely underpowered compared to ranged and magic, so there are only two viable skill paths to take instead of three. These issues could be fixed with updates, but haven't been in spite of a long standing and unanimous request from the community.",-1,-0.07569444444444447,Neutral
270170,Depression Quest,"Great, now I'm depressed.",1,0.8,Positive
271590,Grand Theft Auto V,"I'm having no issues whatsoever, and thus am posting this as a throwaway review just to give it a thumbs-up, like the idiots who are trying to give it a negative review because they can't get it to work.  Very good and VERY expansive open-world game. Looks great, sounds great, runs great (for comparison, I'm using a 3-year-old laptop and maintaining high frames at 1080p)",1,0.2411111111111111,Positive
271590,Grand Theft Auto V,"Singleplayer kept me busy for Hours and was pretty well done with lots of laughs.  Multiplayer is the biggest Pile of Poop,ive seen in Years.  Random Disconnects,long waiting and Loading Times in Lobbys,Cheaters and so on...  Pariculary the worst 60 Bucks i´ve Spend,Ever.",-1,-0.2875,Negative
275670,Space Run,"Haven't played a long way through this yet, but I'm pretty hooked on it. I nice variant of the tower defense genre, with the varying spaceship shapes and weapon and defense upgrades making each mission a new challenge. I'm running it on my Macbook Pro, and runs well and looks great!.",1,0.3872727272727273,Positive
280620,Fiesta Online,"ABSOLUTE SUCKING ♥♥♥♥, IT WAS A NIGHTMARE PLAYING THIS",-1,0.2,Positive
281990,Stellaris,"Loved the game and would recommend it for any strategy games/sci-fi lovers. I hope that Stellaris, like much of Paradox's titles, will start good and become great as the time passes. There's not much I can say about the game, it's one of those you got to play to feel how good it is. There's only two complaints I have, the dificulty that modders have to make and upload their mods, many-a-mods become unplayable after every new patch, so definetly would like to see more mod-support from the devs, also, the game is a bit too slow, even for a strategy game, the 'fastest' button is not all that fast as the speed is about 2 days/sec, so I would prefer if in a future patch it could be upped a notch or be made another, even faster button so the game can be more dynamic.",1,0.08181818181818182,Neutral
282070,This War of Mine,The Sims War Edition 9/10 - LWD  -good soundtrack -good gameplay -aweasome graphics -can play it on a wooden pc ( i reccommend upgrading it ) -i thought it was ez but holy hell its hard  I bought this game for 20 dollars......   ...just to be depressed,1,0.14166666666666664,Positive
282140,SOMA,I DIDN'T UNDERSTAND THE STORY.. Ending was BAD.  SCARY 3/10 ATMOSPHERE 7/10  I liked the puzzles though.,-1,-0.19999999999999993,Negative
282900,Hyperdimension Neptunia Re;Birth1,"Ahhh, console video games (or vidcons as I call them), the ultimate medium of expression, able to convey any emotion from hatred to love, loyalty to fear, all in front of your eyes. Ah, and with lovingly crafted art, music, and the ability to control the action, vidcons are the ultimate combination of the high arts. While I tend to play the stoic, I will be the first to admit that vidcons have driven me to cry, to scream and shout, to feel actual hate; such is the power of this force beyond our wildest reckoning. And here I am, before you, to tempt your tongues with the taint of such a tantalizing topic. And the Japanese, the true geniuses behind the world of video games. Pah, I throw my scorn upon such incompetents of the West who would mock the true art of the Japanese with 'games' such as Baldur's Gate and Madden. Perhaps the West is not as intelligent as the East, but this is a matter for another day. Japan has given us such masterpieces as the Final Fantasy series, Star Ocean, Wild Arms, and of course, Arc the Lad. Yes, some of the finest vidcons in the world were created by the Japanese. I come to you today to ask you in all earnesty, what is your favorite vidcon? I will reveal mine after the grand debate has illustriously begun, but not before the first poster falls victim to my plot of discussion.",1,0.13160714285714287,Positive
283370,Marine Sharpshooter II: Jungle Warfare,This Game Is Absoulutly Terrible And Here Are A 'Few' Reasons: - Space Bar Is Screenshot - Enemys See Through Grass. Defeating Stealth Elements. - The AI Is Absoulutly Poop - Pistol Takes 5 Shots To Head To Kill - Scroll Wheel Is ADS - No ADS On Pistol - Certain Bushes Are Bulletproof  (All Reasons Were Found Within First 5 Minutes)  Good Reasons Why To Buy  - None. Cant Even AFK For Cards,-1,-0.07261904761904762,Neutral
285330,RollerCoaster Tycoon 2: Triple Thrill Pack,"Drowned everyone but one, That one was shipped to an island full of people dressed as pandas. He had max happyness and my park got good reviews :) 100/10, Would drown people again.",1,0.3625,Positive
287980,Mini Metro,"Mini metro is an absolutely fantastic game. The first thing to say about it is that it is so elegant. It's clean and not overcrowded with features or unnecersary complexity. Yet there is still time for a few cool features - such as the ability to output .gifs of your game.  It's also highly additcive and can be played for hours. This is because there are many cities and three game modes (normal, endless, and extreme). To unlock cities you need to complete milestones in normal mode (eg. transport 1000 passengers) and to unlock cities in extreme mode you need to complete even tougher challenges (eg. transport 1000 passengers using only 1 tunnel, transport 1600 passengers with no more than 1 locomotive per line).   In normal mode you can move lines to respond to new stations, in extreme mode they are fixed. In normal and extreme mode you recieve investment (eg. a new line, tunnels, trains or carriages - you can choose) at the end of each week and you loose as soon as a station overcrowds. In endless mode you recieve investment based on efficiency milestones and stations do not overcrowd.  This game is 100% worth the money.",1,0.035077214452214435,Neutral
288160,The Room,"The only issue with the game is that it can't be longer.  From the moment the game starts till the end screen appears your whole world will be that of the game. Brilliant puzzles, griping atmosphere, and a fun experienced polished to a shine.  Now Stop reading this and play the game",1,0.06666666666666667,Neutral
288470,Fable Anniversary,What a let down. Lost chapters was better!,-1,0.23472222222222222,Positive
289070,Sid Meier's Civilization VI,"This is just my personal opinion, but as someone with about 450 hours into Civ 5, I feel like this game is inferior in just about every way. I can still to this day play a game of Civ 5 and get completely sucked in for hours on end. I'm about 4 hours into 1 game in Civ 6 and I'm already bored to tears. It just doesn't have that same feel to it.  First off the cartoonish art style is a HUGE turnoff for me. I just can't get past it. It looks as though it was designed for a MUCH younger audience on mobile platforms and not for pc. Very disappointing.  The UI is clunky and not very intuitive, the combat animations are poorly done and a huge step back from Civ 5 imo. The AI interaction from my experience so far is very boring, with them randomly repeating the same things over and over again. Not to mention the way they're animated looks very Disneyish. Yet another step back from Civ 5.  With that said, the game itself isn't bad. I was just hoping for a bit more after Civ 5, which I still love to this day. But hey, at least they have Sean Bean narrating. That's about the only saving grace I've found so far.",-1,-0.12344827586206895,Negative
291480,Warface,Its great if you're into uninstaling things...,-1,0.8,Positive
291480,Warface,Since the last update it isn't possible to launch the game any more...until they fix this and the issues of having so many cheaters =&gt; this game gets a 0/10.,-1,-0.06000000000000001,Neutral
291650,Pillars of Eternity,"I am an old-school gamer. From my humble Commodore 128 (bootable into -64- mode!) I've played: Bards Tale 1-3, Questron, RiverRaid, Movie Mogul, and many Public Domain titles. Next up was my IBM Clone 286 which was quickly upgraded to an i386-dx40 just to play Lucasarts' X-Wing, TIE Fighter, etc! Skipping ahead past several generations and finding parenthood has demanded much of my spare time, late at night I would fire up Balder's Gate I and II, Icewind Dale I &amp; II, NWN 1 &amp; 2, etc, and so forth. I followed the early development of this game and though I was unable to be a backer I recently purchased it and I have found it a great way to become immersed in a world, though new is eerily familiar and worlds apart from our own! I highly recommend this title, kudos and a sincere hats off to the team of developers, writers, graphic artists and engineers who have done something awesome yet so far removed from the controller-twitching console madness that permeates the current electronic game landscapes. A true deep-story game combining strategy &amp; RPG elements into something great. I would type more but I would rather play now - a great purchase at any price!!",1,0.17889759665621735,Positive
293500,,"game is really great, dont worry about any age limits, this is for all ages",1,0.2,Positive
294440,Shadowgate,fun game over all nice dungon crawl point and click,1,0.16666666666666666,Positive
296710,Monstrum,I am so salty right now. I had got the game for 3 pound. As it was on sale. I found it too scary to play so I got a refund. I decided I would try again. But I guess it is too late now. *SIGH*,1,-0.2285714285714286,Negative
298110,Far Cry 4,as expected ...!! .. wow.. i love FC4..,1,0.14791666666666667,Positive
298630,The Escapists,Super fun game. At first the game may seem very boring and repetitive but once you finally escape form the first prison the game becomes much more fun. In this game you must deal with a lot of trial and error. Don't purchase if you do not have patience and time.,1,-0.07051282051282053,Neutral
